Nodes,Degree,Eigenvector,LFVC,Clustering,Ego,hopset,betweenness,closeness
1610,0.000990099,2.22E-05,4.12E-06,0.666666667,0.166666667,58,0,0.24047619
1611,0.000990099,2.22E-05,4.12E-06,0.666666667,0.166666667,58,0,0.24047619
1612,0.000990099,2.22E-05,4.12E-06,0.666666667,0.166666667,58,0,0.24047619
1613,0.000990099,2.22E-05,4.12E-06,0.666666667,0.166666667,58,3.30E-07,0.24047619
1614,0.000990099,2.22E-05,4.12E-06,0.666666667,0.166666667,58,3.30E-07,0.24047619
1615,0.000990099,2.22E-05,4.12E-06,0.666666667,0.166666667,58,3.30E-07,0.24047619
1616,0.000990099,2.22E-05,4.12E-06,0.666666667,0.166666667,58,3.30E-07,0.24047619
1617,0.000990099,2.22E-05,4.12E-06,0.666666667,0.166666667,58,0,0.24047619
1618,0.000990099,2.22E-05,4.12E-06,0.666666667,0.166666667,58,3.30E-07,0.24047619
1619,0.000990099,2.22E-05,4.12E-06,0.666666667,0.166666667,58,0,0.24047619
1620,0.000990099,2.22E-05,4.12E-06,0.666666667,0.166666667,58,3.30E-07,0.24047619
1621,0.000990099,2.22E-05,4.12E-06,0.666666667,0.166666667,58,0,0.24047619
1622,0.000990099,2.22E-05,4.12E-06,0.666666667,0.166666667,58,0,0.24047619
1623,0.000990099,2.22E-05,4.12E-06,0.666666667,0.166666667,58,0,0.24047619
1624,0.000990099,2.22E-05,4.12E-06,0.666666667,0.166666667,58,0,0.24047619
1625,0.000990099,2.22E-05,4.12E-06,0.666666667,0.166666667,58,0,0.24047619
1626,0.000990099,2.22E-05,4.12E-06,0.666666667,0.166666667,58,0,0.24047619
1627,0.000990099,2.21E-05,4.12E-06,0.666666667,0.166666667,58,0,0.24047619
1628,0.000990099,2.21E-05,4.12E-06,0.666666667,0.166666667,58,0,0.24047619
1629,0.000660066,2.14E-05,4.12E-06,1,0,58,0,0.240457107
1630,0.018811881,0.000597541,0.000630486,0.033834586,0.949561404,159,0.030230178,0.316515199
1631,0.000660066,4.26E-05,7.76E-05,1,0,54,0,0.241993451
1632,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1633,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1634,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1635,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1636,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1637,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1638,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1639,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1640,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1641,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1642,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1643,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1644,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1645,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1646,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1647,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1648,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1649,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1650,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1651,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1652,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1653,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1654,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1655,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1656,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1657,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1658,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1659,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1660,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1661,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1662,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1663,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1664,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1665,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1666,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1667,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1668,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1669,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1670,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1671,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1672,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1673,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1674,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1675,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1676,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1677,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1678,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1679,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1680,0.000660066,4.26E-05,7.76E-05,1,0,54,0,0.241993451
1681,0.017491749,0.001189918,0.015532478,0.03628447,0.946298984,177,0.032563071,0.319182556
1682,0.000660066,4.26E-05,7.76E-05,1,0,54,0,0.241993451
1683,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1684,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1685,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1686,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1687,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1688,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1689,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,6.61E-07,0.24201278
1690,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1691,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,6.61E-07,0.24201278
1692,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1693,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1694,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1695,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1696,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1697,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1698,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1699,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1700,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1701,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1702,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1703,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1704,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1705,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1706,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1707,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1708,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1709,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1710,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1711,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1712,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1713,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1714,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1715,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1716,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1717,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1718,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1719,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1720,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1721,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1722,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1723,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1724,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,6.61E-07,0.24201278
1725,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1726,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1727,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1728,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1729,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,6.61E-07,0.24201278
1730,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1731,0.000660066,4.26E-05,7.76E-05,1,0,54,0,0.241993451
1732,0.017491749,0.001189918,0.015532478,0.03628447,0.946298984,177,0.042389026,0.319182556
1733,0.000660066,2.13E-05,1.96E-06,1,0,54,0,0.240304544
1734,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1735,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1736,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1737,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1738,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1739,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1740,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1741,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1742,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1743,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1744,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1745,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1746,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1747,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1748,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1749,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1750,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,3.30E-07,0.240323604
1751,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1752,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,3.30E-07,0.240323604
1753,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1754,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1755,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1756,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1757,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1758,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1759,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1760,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1761,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1762,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,3.30E-07,0.240323604
1763,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1764,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,3.30E-07,0.240323604
1765,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1766,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1767,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,3.30E-07,0.240323604
1768,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1769,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,3.30E-07,0.240323604
1770,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,3.30E-07,0.240323604
1771,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,3.30E-07,0.240323604
1772,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,3.30E-07,0.240323604
1773,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,3.30E-07,0.240323604
1774,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1775,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1776,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,3.30E-07,0.240323604
1777,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1778,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,3.30E-07,0.240323604
1779,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
1780,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,3.30E-07,0.240323604
1781,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,3.30E-07,0.240323604
1782,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,3.30E-07,0.240323604
1783,0.000660066,2.13E-05,1.96E-06,1,0,54,0,0.240304544
1784,0.017491749,0.00059425,0.000477174,0.03628447,0.945936139,155,0.032888038,0.316250913
1785,0.000660066,4.34E-05,0.992647056,1,0,67,0,0.242496999
1786,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1787,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1788,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1789,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1790,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1791,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1792,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1793,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,3.30E-07,0.242516408
1794,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1795,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,6.61E-07,0.242516408
1796,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1797,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,3.30E-07,0.242516408
1798,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1799,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1800,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1801,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1802,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1803,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1804,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1805,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,3.30E-07,0.242516408
1806,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1807,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,3.30E-07,0.242516408
1808,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1809,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1810,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1811,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1812,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1813,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,3.30E-07,0.242516408
1814,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1815,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,3.30E-07,0.242516408
1816,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1817,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,3.30E-07,0.242516408
1818,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,3.30E-07,0.242516408
1819,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,3.30E-07,0.242516408
1820,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,6.61E-07,0.242516408
1821,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1822,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,3.30E-07,0.242516408
1823,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1824,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1825,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1826,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1827,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1828,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1829,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,3.30E-07,0.242516408
1830,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1831,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,3.30E-07,0.242516408
1832,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1833,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1834,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,3.30E-07,0.242516408
1835,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1836,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,3.30E-07,0.242516408
1837,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1838,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1839,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1840,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1841,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1842,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,3.30E-07,0.242516408
1843,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1844,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,3.30E-07,0.242516408
1845,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1846,0.000990099,4.49E-05,0.992647056,0.666666667,0.166666667,67,0,0.242516408
1847,0.000660066,4.34E-05,0.992647056,1,0,67,0,0.242496999
1848,0.021782178,0.001211578,65.24235459,0.029370629,0.956410256,190,0.042658511,0.320059153
1849,0.000660066,4.29E-05,0.000271862,1,0,60,0,0.242225598
1850,0.000990099,4.44E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1851,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,3.30E-07,0.242244963
1852,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1853,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1854,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1855,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1856,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1857,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1858,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1859,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1860,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1861,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1862,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1863,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1864,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1865,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,3.30E-07,0.242244963
1866,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1867,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,3.30E-07,0.242244963
1868,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1869,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1870,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,3.30E-07,0.242244963
1871,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1872,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,3.30E-07,0.242244963
1873,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1874,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1875,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1876,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1877,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1878,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1879,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,3.30E-07,0.242244963
1880,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,3.30E-07,0.242244963
1881,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,6.61E-07,0.242244963
1882,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,3.30E-07,0.242244963
1883,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,3.30E-07,0.242244963
1884,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1885,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1886,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1887,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1888,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1889,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1890,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,3.30E-07,0.242244963
1891,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1892,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,3.30E-07,0.242244963
1893,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1894,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1895,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1896,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1897,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1898,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1899,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1900,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1901,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1902,0.000990099,4.45E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1903,0.000990099,4.44E-05,0.000271862,0.666666667,0.166666667,60,0,0.242244963
1904,0.000660066,4.29E-05,0.000271862,1,0,60,0,0.242225598
1905,0.019471947,0.001199814,0.029163471,0.032729398,0.951490357,183,0.032551842,0.319586542
1906,0.000660066,4.26E-05,7.76E-05,1,0,54,0,0.241993451
1907,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1908,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1909,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1910,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1911,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1912,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1913,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1914,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
