Source,Target,Type,weight
8444,34440,Undirected,1
8445,39887,Undirected,1
8446,18324,Undirected,1
8446,39758,Undirected,1
8447,14695,Undirected,1
8448,11736,Undirected,1
8448,26574,Undirected,1
8449,11608,Undirected,1
8449,24481,Undirected,1
8449,26189,Undirected,1
8450,12230,Undirected,1
8450,16251,Undirected,1
8450,38991,Undirected,1
8451,31470,Undirected,1
8452,9277,Undirected,1
8452,9660,Undirected,1
8452,10178,Undirected,1
8452,10605,Undirected,1
8452,10684,Undirected,1
8452,12053,Undirected,1
8452,12439,Undirected,1
8452,13526,Undirected,1
8452,13617,Undirected,1
8452,13639,Undirected,1
8452,13803,Undirected,1
8452,15316,Undirected,1
8452,15410,Undirected,1
8452,16753,Undirected,1
8452,16933,Undirected,1
8452,18144,Undirected,1
8452,18152,Undirected,1
8452,18324,Undirected,1
8452,18690,Undirected,1
8452,19004,Undirected,1
8452,19381,Undirected,1
8452,19413,Undirected,1
8452,19545,Undirected,1
8452,20241,Undirected,1
8452,20689,Undirected,1
8452,22246,Undirected,1
8452,22677,Undirected,1
8452,23035,Undirected,1
8452,23963,Undirected,1
8452,24284,Undirected,1
8452,24859,Undirected,1
8452,25151,Undirected,1
8452,26115,Undirected,1
8452,26684,Undirected,1
8452,27678,Undirected,1
8452,28566,Undirected,1
8452,28921,Undirected,1
8452,29250,Undirected,1
8452,29318,Undirected,1
8452,30192,Undirected,1
8452,30238,Undirected,1
8452,30333,Undirected,1
8452,30892,Undirected,1
8452,31656,Undirected,1
8452,32579,Undirected,1
8452,32620,Undirected,1
8452,32791,Undirected,1
8452,33264,Undirected,1
8452,33525,Undirected,1
8452,34868,Undirected,1
8452,35299,Undirected,1
8452,35561,Undirected,1
8452,35726,Undirected,1
8452,35973,Undirected,1
8452,36399,Undirected,1
8452,36590,Undirected,1
8452,37060,Undirected,1
8452,37423,Undirected,1
8452,37852,Undirected,1
8452,38260,Undirected,1
8453,16265,Undirected,1
8453,19307,Undirected,1
8454,21853,Undirected,1
8454,30892,Undirected,1
8455,17867,Undirected,1
8455,24280,Undirected,1
8456,20570,Undirected,1
8457,25024,Undirected,1
8458,17733,Undirected,1
8459,26409,Undirected,1
8460,17583,Undirected,1
8460,19467,Undirected,1
8460,40105,Undirected,1
8461,14938,Undirected,1
8461,21292,Undirected,1
8462,10332,Undirected,1
8463,17481,Undirected,1
8464,11878,Undirected,1
8464,28945,Undirected,1
8465,39094,Undirected,1
8466,32613,Undirected,1
8467,11608,Undirected,1
8468,29484,Undirected,1
8468,36846,Undirected,1
8469,12922,Undirected,1
8470,33092,Undirected,1
8472,11871,Undirected,1
8472,27608,Undirected,1
8473,13128,Undirected,1
8473,18079,Undirected,1
8473,21786,Undirected,1
8473,24713,Undirected,1
8473,27933,Undirected,1
8473,28574,Undirected,1
8473,29470,Undirected,1
8473,33319,Undirected,1
8474,30981,Undirected,1
8474,39465,Undirected,1
8475,9506,Undirected,1
8475,17414,Undirected,1
8475,22062,Undirected,1
8475,26115,Undirected,1
8475,26271,Undirected,1
8475,35973,Undirected,1
8477,15471,Undirected,1
8477,35248,Undirected,1
8478,8503,Undirected,1
8479,34590,Undirected,1
8480,13940,Undirected,1
8480,20259,Undirected,1
8480,31693,Undirected,1
8480,33962,Undirected,1
8480,34429,Undirected,1
8480,36384,Undirected,1
8481,17373,Undirected,1
8482,25334,Undirected,1
8483,33190,Undirected,1
8483,36304,Undirected,1
8483,39539,Undirected,1
8484,9753,Undirected,1
8485,31733,Undirected,1
8486,10431,Undirected,1
8486,24548,Undirected,1
8486,24963,Undirected,1
8486,29542,Undirected,1
8486,33718,Undirected,1
8486,35224,Undirected,1
8487,14831,Undirected,1
8487,26140,Undirected,1
8489,10196,Undirected,1
8490,23375,Undirected,1
8491,14831,Undirected,1
8492,18152,Undirected,1
8493,33718,Undirected,1
8494,11878,Undirected,1
8494,18746,Undirected,1
8494,21853,Undirected,1
8494,23035,Undirected,1
8494,35973,Undirected,1
8495,21680,Undirected,1
8495,22640,Undirected,1
8496,22097,Undirected,1
8497,32939,Undirected,1
8498,11788,Undirected,1
8498,19075,Undirected,1
8498,20703,Undirected,1
8498,28775,Undirected,1
8499,25645,Undirected,1
8500,16059,Undirected,1
8501,10684,Undirected,1
8501,18324,Undirected,1
8502,12722,Undirected,1
8503,14831,Undirected,1
8503,20269,Undirected,1
8503,20559,Undirected,1
8503,21799,Undirected,1
8503,26089,Undirected,1
8503,26398,Undirected,1
8503,29480,Undirected,1
8504,30981,Undirected,1
8504,31733,Undirected,1
8505,11334,Undirected,1
8505,16507,Undirected,1
8505,17308,Undirected,1
8505,19113,Undirected,1
8505,20215,Undirected,1
8505,20685,Undirected,1
8505,22062,Undirected,1
8505,25659,Undirected,1
8505,26274,Undirected,1
8505,27154,Undirected,1
8505,35355,Undirected,1
8506,17867,Undirected,1
8506,22615,Undirected,1
8507,22763,Undirected,1
8510,19467,Undirected,1
8510,27467,Undirected,1
8511,19413,Undirected,1
8511,19512,Undirected,1
8511,22677,Undirected,1
8511,35973,Undirected,1
8511,37319,Undirected,1
8512,17877,Undirected,1
8514,29392,Undirected,1
8515,23601,Undirected,1
8515,38413,Undirected,1
8516,25830,Undirected,1
8516,37857,Undirected,1
8517,10768,Undirected,1
8517,20936,Undirected,1
8517,21867,Undirected,1
8517,22758,Undirected,1
8517,34633,Undirected,1
8518,31733,Undirected,1
8519,31733,Undirected,1
8520,31835,Undirected,1
8521,36312,Undirected,1
8523,11878,Undirected,1
8523,39465,Undirected,1
8524,29365,Undirected,1
8525,18324,Undirected,1
8525,30190,Undirected,1
8526,37672,Undirected,1
8528,29290,Undirected,1
8529,36864,Undirected,1
8530,15097,Undirected,1
8530,22225,Undirected,1
8531,29392,Undirected,1
8532,28995,Undirected,1
8533,21680,Undirected,1
8534,25645,Undirected,1
8534,33718,Undirected,1
8535,27678,Undirected,1
8536,31733,Undirected,1
8537,28927,Undirected,1
8538,27996,Undirected,1
8539,12230,Undirected,1
8539,16059,Undirected,1
8539,16251,Undirected,1
8539,16753,Undirected,1
8539,17733,Undirected,1
8539,19413,Undirected,1
8539,19767,Undirected,1
8539,22062,Undirected,1
8539,22610,Undirected,1
8539,22677,Undirected,1
8539,23035,Undirected,1
8539,26089,Undirected,1
8539,26115,Undirected,1
8539,26116,Undirected,1
8539,27289,Undirected,1
8539,28519,Undirected,1
8539,30151,Undirected,1
8539,30892,Undirected,1
8539,30956,Undirected,1
8539,31770,Undirected,1
8539,32657,Undirected,1
8539,33027,Undirected,1
8539,33264,Undirected,1
8539,34486,Undirected,1
8539,35973,Undirected,1
8539,36910,Undirected,1
8539,37319,Undirected,1
8539,39064,Undirected,1
8540,15928,Undirected,1
8540,22710,Undirected,1
8540,23035,Undirected,1
8540,28229,Undirected,1
8540,38249,Undirected,1
8541,26329,Undirected,1
8542,28047,Undirected,1
8543,31118,Undirected,1
8544,22640,Undirected,1
8544,31733,Undirected,1
8544,39160,Undirected,1
8545,15471,Undirected,1
8546,21680,Undirected,1
8547,38768,Undirected,1
8548,14915,Undirected,1
8548,25400,Undirected,1
8549,12149,Undirected,1
8549,31760,Undirected,1
8550,15420,Undirected,1
8550,20468,Undirected,1
8550,30981,Undirected,1
8550,38545,Undirected,1
8551,18506,Undirected,1
8551,34530,Undirected,1
8552,21680,Undirected,1
8553,14591,Undirected,1
8553,17503,Undirected,1
8553,18324,Undirected,1
8553,22225,Undirected,1
8553,39369,Undirected,1
8554,31733,Undirected,1
8554,33718,Undirected,1
8555,21680,Undirected,1
8555,31733,Undirected,1
8556,20559,Undirected,1
8556,27124,Undirected,1
8557,21875,Undirected,1
8557,30584,Undirected,1
8559,24053,Undirected,1
8559,38037,Undirected,1
8560,30486,Undirected,1
8560,34633,Undirected,1
8561,33636,Undirected,1
8562,18695,Undirected,1
8562,37319,Undirected,1
8563,10334,Undirected,1
8563,20689,Undirected,1
8563,22285,Undirected,1
8563,27993,Undirected,1
8564,14824,Undirected,1
8565,10673,Undirected,1
8565,19413,Undirected,1
8565,21450,Undirected,1
8565,35973,Undirected,1
8566,9467,Undirected,1
8567,13560,Undirected,1
8567,36864,Undirected,1
8568,33739,Undirected,1
8569,15210,Undirected,1
8569,24813,Undirected,1
8570,23466,Undirected,1
8570,30742,Undirected,1
8570,35841,Undirected,1
8571,36538,Undirected,1
8572,10855,Undirected,1
8572,14599,Undirected,1
8574,11736,Undirected,1
8574,12470,Undirected,1
8574,26574,Undirected,1
8575,12350,Undirected,1
8576,9749,Undirected,1
8577,37205,Undirected,1
8578,22782,Undirected,1
8578,39465,Undirected,1
8579,11878,Undirected,1
8579,14114,Undirected,1
8579,20689,Undirected,1
8579,21680,Undirected,1
8579,22610,Undirected,1
8579,22640,Undirected,1
8579,30892,Undirected,1
8579,30981,Undirected,1
8579,37611,Undirected,1
8579,38269,Undirected,1
8580,14504,Undirected,1
8581,9191,Undirected,1
8581,21853,Undirected,1
8581,23510,Undirected,1
8582,32939,Undirected,1
8583,21680,Undirected,1
8583,22302,Undirected,1
8584,25577,Undirected,1
8584,31733,Undirected,1
8585,11871,Undirected,1
8585,14740,Undirected,1
8586,22763,Undirected,1
8586,25935,Undirected,1
8587,32412,Undirected,1
8588,11144,Undirected,1
8588,11728,Undirected,1
8588,14367,Undirected,1
8588,14793,Undirected,1
8588,15345,Undirected,1
8588,17670,Undirected,1
8588,19711,Undirected,1
8588,21899,Undirected,1
8588,22205,Undirected,1
8588,22640,Undirected,1
8588,24574,Undirected,1
8588,25645,Undirected,1
8588,26856,Undirected,1
8588,28412,Undirected,1
8588,30572,Undirected,1
8588,31733,Undirected,1
8588,32513,Undirected,1
8588,32883,Undirected,1
8588,35853,Undirected,1
8588,35973,Undirected,1
8588,36216,Undirected,1
8588,38893,Undirected,1
8588,38961,Undirected,1
8588,39245,Undirected,1
8589,19097,Undirected,1
8590,24279,Undirected,1
8591,12000,Undirected,1
8591,38195,Undirected,1
8592,26424,Undirected,1
8592,38195,Undirected,1
8593,11878,Undirected,1
8593,28945,Undirected,1
8594,13512,Undirected,1
8594,35580,Undirected,1
8595,31733,Undirected,1
8596,23337,Undirected,1
8597,21680,Undirected,1
8598,9204,Undirected,1
8598,9313,Undirected,1
8598,9505,Undirected,1
8598,9576,Undirected,1
8598,9632,Undirected,1
8598,9999,Undirected,1
8598,10442,Undirected,1
8598,10735,Undirected,1
8598,10838,Undirected,1
8598,11371,Undirected,1
8598,11393,Undirected,1
8598,11593,Undirected,1
8598,11918,Undirected,1
8598,12059,Undirected,1
8598,12175,Undirected,1
8598,12230,Undirected,1
8598,12237,Undirected,1
8598,12330,Undirected,1
8598,12385,Undirected,1
8598,12425,Undirected,1
8598,12651,Undirected,1
8598,12747,Undirected,1
8598,13186,Undirected,1
8598,13243,Undirected,1
8598,13244,Undirected,1
8598,13304,Undirected,1
8598,14322,Undirected,1
8598,14827,Undirected,1
8598,15088,Undirected,1
8598,15189,Undirected,1
8598,15985,Undirected,1
8598,16251,Undirected,1
8598,16690,Undirected,1
8598,17236,Undirected,1
8598,17469,Undirected,1
8598,17926,Undirected,1
8598,18832,Undirected,1
8598,19072,Undirected,1
8598,19605,Undirected,1
8598,20105,Undirected,1
8598,20956,Undirected,1
8598,21259,Undirected,1
8598,21322,Undirected,1
8598,21568,Undirected,1
8598,21622,Undirected,1
8598,21846,Undirected,1
8598,22022,Undirected,1
8598,22132,Undirected,1
8598,22541,Undirected,1
8598,23310,Undirected,1
8598,23893,Undirected,1
8598,24008,Undirected,1
8598,24083,Undirected,1
8598,24099,Undirected,1
8598,25143,Undirected,1
8598,25375,Undirected,1
8598,26033,Undirected,1
8598,26166,Undirected,1
8598,26375,Undirected,1
8598,26533,Undirected,1
8598,26989,Undirected,1
8598,27097,Undirected,1
8598,27125,Undirected,1
8598,27211,Undirected,1
8598,27501,Undirected,1
8598,27604,Undirected,1
8598,28413,Undirected,1
8598,28845,Undirected,1
8598,30303,Undirected,1
8598,30924,Undirected,1
8598,30954,Undirected,1
8598,30971,Undirected,1
8598,31142,Undirected,1
8598,31341,Undirected,1
8598,31462,Undirected,1
8598,31653,Undirected,1
8598,31707,Undirected,1
8598,32294,Undirected,1
8598,33111,Undirected,1
8598,33493,Undirected,1
8598,34006,Undirected,1
8598,34105,Undirected,1
8598,34601,Undirected,1
8598,34707,Undirected,1
8598,35200,Undirected,1
8598,36012,Undirected,1
8598,36495,Undirected,1
8598,37819,Undirected,1
8598,37828,Undirected,1
8598,38392,Undirected,1
8598,38411,Undirected,1
8598,38631,Undirected,1
8598,38680,Undirected,1
8598,39557,Undirected,1
8598,39656,Undirected,1
8598,39951,Undirected,1
8598,40149,Undirected,1
8599,19767,Undirected,1
8600,30981,Undirected,1
8600,31733,Undirected,1
8601,19849,Undirected,1
8602,11281,Undirected,1
8602,12470,Undirected,1
8602,16753,Undirected,1
8602,19413,Undirected,1
8602,19512,Undirected,1
8602,20689,Undirected,1
8602,21853,Undirected,1
8602,25053,Undirected,1
8602,26115,Undirected,1
8602,26574,Undirected,1
8602,30892,Undirected,1
8602,33264,Undirected,1
8602,35973,Undirected,1
8603,29289,Undirected,1
8604,22615,Undirected,1
8604,25987,Undirected,1
8605,31534,Undirected,1
8607,13605,Undirected,1
8607,28311,Undirected,1
8607,29138,Undirected,1
8608,17318,Undirected,1
8608,22163,Undirected,1
8609,15152,Undirected,1
8609,21920,Undirected,1
8609,37104,Undirected,1
8610,10196,Undirected,1
8610,39292,Undirected,1
8611,25645,Undirected,1
8612,25645,Undirected,1
8613,8679,Undirected,1
8613,13023,Undirected,1
8613,13256,Undirected,1
8613,14246,Undirected,1
8613,14758,Undirected,1
8613,15956,Undirected,1
8613,17151,Undirected,1
8613,18391,Undirected,1
8613,18845,Undirected,1
8613,18956,Undirected,1
8613,19955,Undirected,1
8613,20097,Undirected,1
8613,20121,Undirected,1
8613,21216,Undirected,1
8613,22552,Undirected,1
8613,23120,Undirected,1
8613,24010,Undirected,1
8613,24021,Undirected,1
8613,29808,Undirected,1
8613,33894,Undirected,1
8613,38740,Undirected,1
8613,39551,Undirected,1
8613,40085,Undirected,1
8614,22302,Undirected,1
8614,31733,Undirected,1
8615,16869,Undirected,1
8616,11835,Undirected,1
8616,19413,Undirected,1
8616,20689,Undirected,1
8616,28298,Undirected,1
8616,34312,Undirected,1
8616,35973,Undirected,1
8617,17761,Undirected,1
8617,31755,Undirected,1
8617,33406,Undirected,1
8617,38736,Undirected,1
8617,39511,Undirected,1
8618,14831,Undirected,1
8619,12518,Undirected,1
8620,13512,Undirected,1
8620,26115,Undirected,1
8620,33264,Undirected,1
8620,35973,Undirected,1
8621,18365,Undirected,1
8621,29289,Undirected,1
8622,20305,Undirected,1
8623,31733,Undirected,1
8624,15417,Undirected,1
8624,24404,Undirected,1
8624,38783,Undirected,1
8625,11878,Undirected,1
8625,39465,Undirected,1
8626,31733,Undirected,1
8627,20689,Undirected,1
8627,21799,Undirected,1
8628,24272,Undirected,1
8628,37857,Undirected,1
8629,20689,Undirected,1
8629,26115,Undirected,1
8629,35973,Undirected,1
8630,39402,Undirected,1
8632,27641,Undirected,1
8633,14831,Undirected,1
8633,15377,Undirected,1
8633,22062,Undirected,1
8633,24351,Undirected,1
8633,37319,Undirected,1
8634,13438,Undirected,1
8634,28874,Undirected,1
8636,28078,Undirected,1
8636,34709,Undirected,1
8637,12432,Undirected,1
8637,22062,Undirected,1
8637,23716,Undirected,1
8637,38413,Undirected,1
8638,10431,Undirected,1
8638,22567,Undirected,1
8638,22640,Undirected,1
8638,25645,Undirected,1
8639,34698,Undirected,1
8640,30122,Undirected,1
8641,13863,Undirected,1
8641,18324,Undirected,1
8642,9893,Undirected,1
8642,31141,Undirected,1
8643,32937,Undirected,1
8643,36883,Undirected,1
8644,9700,Undirected,1
8644,36657,Undirected,1
8644,38946,Undirected,1
8645,14831,Undirected,1
8645,14940,Undirected,1
8645,16251,Undirected,1
8645,21680,Undirected,1
8645,21799,Undirected,1
8645,25645,Undirected,1
8645,31733,Undirected,1
8645,39465,Undirected,1
8646,26443,Undirected,1
8647,13560,Undirected,1
8648,21797,Undirected,1
8649,39464,Undirected,1
8651,21899,Undirected,1
8651,22640,Undirected,1
8652,10738,Undirected,1
8652,10752,Undirected,1
8652,12909,Undirected,1
8652,15202,Undirected,1
8652,15230,Undirected,1
8652,15362,Undirected,1
8652,15566,Undirected,1
8652,15969,Undirected,1
8652,16137,Undirected,1
8652,16372,Undirected,1
8652,17491,Undirected,1
8652,18682,Undirected,1
8652,19159,Undirected,1
8652,19386,Undirected,1
8652,21876,Undirected,1
8652,22200,Undirected,1
8652,23049,Undirected,1
8652,24440,Undirected,1
8652,24751,Undirected,1
8652,25030,Undirected,1
8652,32147,Undirected,1
8652,32380,Undirected,1
8652,34470,Undirected,1
8652,37032,Undirected,1
8652,38192,Undirected,1
8652,38475,Undirected,1
8653,9612,Undirected,1
8653,11887,Undirected,1
8653,13773,Undirected,1
8653,15845,Undirected,1
8653,19413,Undirected,1
8653,19512,Undirected,1
8653,20689,Undirected,1
8653,22062,Undirected,1
8653,22677,Undirected,1
8653,23716,Undirected,1
8653,26004,Undirected,1
8653,26115,Undirected,1
8653,26513,Undirected,1
8653,26809,Undirected,1
8653,28519,Undirected,1
8653,29036,Undirected,1
8653,30691,Undirected,1
8653,30892,Undirected,1
8653,33264,Undirected,1
8653,33718,Undirected,1
8653,34214,Undirected,1
8653,35973,Undirected,1
8653,36076,Undirected,1
8653,36343,Undirected,1
8653,36773,Undirected,1
8653,37979,Undirected,1
8653,38042,Undirected,1
8653,39695,Undirected,1
8654,15058,Undirected,1
8655,27978,Undirected,1
8656,33565,Undirected,1
8657,31733,Undirected,1
8658,8885,Undirected,1
8659,29941,Undirected,1
8660,18324,Undirected,1
8662,16286,Undirected,1
8662,25867,Undirected,1
8662,29365,Undirected,1
8662,32955,Undirected,1
8662,33567,Undirected,1
8663,24975,Undirected,1
8664,33718,Undirected,1
8665,26409,Undirected,1
8666,12922,Undirected,1
8666,13567,Undirected,1
8667,10436,Undirected,1
8667,15423,Undirected,1
8668,24813,Undirected,1
8670,22724,Undirected,1
8671,22852,Undirected,1
8671,31535,Undirected,1
8672,28945,Undirected,1
8673,9066,Undirected,1
8673,22062,Undirected,1
8673,24497,Undirected,1
8673,25935,Undirected,1
8673,34645,Undirected,1
8674,12663,Undirected,1
8674,16827,Undirected,1
8674,17042,Undirected,1
8674,18324,Undirected,1
8674,18880,Undirected,1
8674,24284,Undirected,1
8674,25791,Undirected,1
8674,37151,Undirected,1
8674,37581,Undirected,1
8674,37657,Undirected,1
8674,38527,Undirected,1
8675,17598,Undirected,1
8675,21680,Undirected,1
8675,23964,Undirected,1
8675,30981,Undirected,1
8676,29255,Undirected,1
8677,33190,Undirected,1
8680,21680,Undirected,1
8680,31733,Undirected,1
8681,10246,Undirected,1
8681,19413,Undirected,1
8681,23035,Undirected,1
8681,33190,Undirected,1
8681,40100,Undirected,1
8683,33718,Undirected,1
8684,9807,Undirected,1
8685,21680,Undirected,1
8685,38269,Undirected,1
8686,21680,Undirected,1
8686,31733,Undirected,1
8687,20689,Undirected,1
8688,10853,Undirected,1
8688,15446,Undirected,1
8688,19368,Undirected,1
8688,20734,Undirected,1
8688,23237,Undirected,1
8688,25015,Undirected,1
8688,25645,Undirected,1
8688,26705,Undirected,1
8689,12217,Undirected,1
8689,36107,Undirected,1
8691,28314,Undirected,1
8692,21799,Undirected,1
8693,25110,Undirected,1
8693,25645,Undirected,1
8693,31733,Undirected,1
8694,15471,Undirected,1
8694,22903,Undirected,1
8695,18324,Undirected,1
8697,11878,Undirected,1
8698,33718,Undirected,1
8699,10452,Undirected,1
8699,25645,Undirected,1
8699,28523,Undirected,1
8700,18324,Undirected,1
8701,28395,Undirected,1
8701,34440,Undirected,1
8702,33863,Undirected,1
8703,35658,Undirected,1
8704,33810,Undirected,1
8705,10431,Undirected,1
8705,39464,Undirected,1
8706,17422,Undirected,1
8707,25946,Undirected,1
8708,25645,Undirected,1
8708,39464,Undirected,1
8709,32364,Undirected,1
8710,27773,Undirected,1
8711,14247,Undirected,1
8711,37319,Undirected,1
8713,14321,Undirected,1
8713,26409,Undirected,1
8713,27387,Undirected,1
8714,30973,Undirected,1
8715,23964,Undirected,1
8715,28519,Undirected,1
8716,39967,Undirected,1
8717,31733,Undirected,1
8717,39464,Undirected,1
8718,39402,Undirected,1
8720,8725,Undirected,1
8720,26944,Undirected,1
8721,13200,Undirected,1
8721,34968,Undirected,1
8722,23145,Undirected,1
8723,20945,Undirected,1
8723,30981,Undirected,1
8724,21680,Undirected,1
8724,28459,Undirected,1
8725,9901,Undirected,1
8725,9968,Undirected,1
8725,9981,Undirected,1
8725,11056,Undirected,1
8725,11078,Undirected,1
8725,11279,Undirected,1
8725,11400,Undirected,1
8725,11515,Undirected,1
8725,11703,Undirected,1
8725,12033,Undirected,1
8725,12436,Undirected,1
8725,12648,Undirected,1
8725,12695,Undirected,1
8725,12833,Undirected,1
8725,13351,Undirected,1
8725,14439,Undirected,1
8725,15170,Undirected,1
8725,15560,Undirected,1
8725,15892,Undirected,1
8725,16233,Undirected,1
8725,16366,Undirected,1
8725,16915,Undirected,1
8725,17254,Undirected,1
8725,17562,Undirected,1
8725,17711,Undirected,1
8725,17831,Undirected,1
8725,18002,Undirected,1
8725,18320,Undirected,1
8725,18335,Undirected,1
8725,18758,Undirected,1
8725,18983,Undirected,1
8725,19086,Undirected,1
8725,19413,Undirected,1
8725,19508,Undirected,1
8725,19577,Undirected,1
8725,19654,Undirected,1
8725,20018,Undirected,1
8725,20418,Undirected,1
8725,21386,Undirected,1
8725,21651,Undirected,1
8725,21808,Undirected,1
8725,21810,Undirected,1
8725,22677,Undirected,1
8725,23035,Undirected,1
8725,23380,Undirected,1
8725,24195,Undirected,1
8725,24244,Undirected,1
8725,24535,Undirected,1
8725,24671,Undirected,1
8725,25203,Undirected,1
8725,25534,Undirected,1
8725,25619,Undirected,1
8725,25782,Undirected,1
8725,25941,Undirected,1
8725,26115,Undirected,1
8725,26284,Undirected,1
8725,26541,Undirected,1
8725,26670,Undirected,1
8725,27192,Undirected,1
8725,27743,Undirected,1
8725,27931,Undirected,1
8725,28034,Undirected,1
8725,28542,Undirected,1
8725,29022,Undirected,1
8725,29198,Undirected,1
8725,29494,Undirected,1
8725,29942,Undirected,1
8725,30568,Undirected,1
8725,30779,Undirected,1
8725,30892,Undirected,1
8725,31062,Undirected,1
8725,31133,Undirected,1
8725,31522,Undirected,1
8725,31953,Undirected,1
8725,32042,Undirected,1
8725,32076,Undirected,1
8725,32568,Undirected,1
8725,32633,Undirected,1
8725,33264,Undirected,1
8725,33505,Undirected,1
8725,33546,Undirected,1
8725,33626,Undirected,1
8725,34394,Undirected,1
8725,34548,Undirected,1
8725,34893,Undirected,1
8725,34949,Undirected,1
8725,35321,Undirected,1
8725,35429,Undirected,1
8725,35440,Undirected,1
8725,35448,Undirected,1
8725,35914,Undirected,1
8725,35920,Undirected,1
8725,35973,Undirected,1
8725,36561,Undirected,1
8725,36939,Undirected,1
8725,37107,Undirected,1
8725,37162,Undirected,1
8725,37319,Undirected,1
8725,37698,Undirected,1
8725,37761,Undirected,1
8725,39034,Undirected,1
8725,39167,Undirected,1
8725,39534,Undirected,1
8725,39614,Undirected,1
8725,39637,Undirected,1
8725,39842,Undirected,1
8725,40151,Undirected,1
8726,27783,Undirected,1
8726,28728,Undirected,1
8727,35973,Undirected,1
8728,11736,Undirected,1
8728,26574,Undirected,1
8729,28197,Undirected,1
8730,24007,Undirected,1
8731,15359,Undirected,1
8731,33063,Undirected,1
8732,13597,Undirected,1
8732,32137,Undirected,1
8733,9196,Undirected,1
8733,22640,Undirected,1
8734,14831,Undirected,1
8735,21680,Undirected,1
8735,31733,Undirected,1
8736,15996,Undirected,1
8736,34486,Undirected,1
8737,15003,Undirected,1
8737,25935,Undirected,1
8737,33524,Undirected,1
8738,21680,Undirected,1
8738,25645,Undirected,1
8739,17318,Undirected,1
8740,31733,Undirected,1
8741,39534,Undirected,1
8742,23510,Undirected,1
8744,21680,Undirected,1
8744,30981,Undirected,1
8745,9850,Undirected,1
8745,32137,Undirected,1
8745,38195,Undirected,1
8746,39270,Undirected,1
8747,9511,Undirected,1
8747,20504,Undirected,1
8748,36206,Undirected,1
8749,18324,Undirected,1
8750,13560,Undirected,1
8751,14686,Undirected,1
8751,28109,Undirected,1
8752,10645,Undirected,1
8752,10687,Undirected,1
8752,12518,Undirected,1
8752,13124,Undirected,1
8752,14341,Undirected,1
8752,16021,Undirected,1
8752,19266,Undirected,1
8752,19324,Undirected,1
8752,20689,Undirected,1
8752,20703,Undirected,1
8752,21882,Undirected,1
8752,22584,Undirected,1
8752,22600,Undirected,1
8752,24765,Undirected,1
8752,25405,Undirected,1
8752,27399,Undirected,1
8752,27680,Undirected,1
8752,30535,Undirected,1
8752,31195,Undirected,1
8752,31417,Undirected,1
8752,31542,Undirected,1
8752,31586,Undirected,1
8752,32845,Undirected,1
8752,32856,Undirected,1
8752,33336,Undirected,1
8752,34602,Undirected,1
8752,34819,Undirected,1
8753,10684,Undirected,1
8753,34698,Undirected,1
8754,14351,Undirected,1
8755,21680,Undirected,1
8755,30981,Undirected,1
8756,9236,Undirected,1
8756,29072,Undirected,1
8756,35885,Undirected,1
8756,39968,Undirected,1
8757,22640,Undirected,1
8758,16363,Undirected,1
8759,9342,Undirected,1
8759,11519,Undirected,1
8759,12230,Undirected,1
8759,12257,Undirected,1
8759,12277,Undirected,1
8759,13106,Undirected,1
8759,13181,Undirected,1
8759,14561,Undirected,1
8759,16274,Undirected,1
8759,17728,Undirected,1
8759,18393,Undirected,1
8759,20099,Undirected,1
8759,20315,Undirected,1
8759,20689,Undirected,1
8759,21129,Undirected,1
8759,21410,Undirected,1
8759,21799,Undirected,1
8759,21943,Undirected,1
8759,22004,Undirected,1
8759,22062,Undirected,1
8759,22583,Undirected,1
8759,27655,Undirected,1
8759,28490,Undirected,1
8759,28793,Undirected,1
8759,30114,Undirected,1
8759,30981,Undirected,1
8759,31733,Undirected,1
8759,33718,Undirected,1
8759,34641,Undirected,1
8759,34981,Undirected,1
8759,36023,Undirected,1
8759,36232,Undirected,1
8759,36601,Undirected,1
8759,36602,Undirected,1
8759,38452,Undirected,1
8759,39350,Undirected,1
8759,39776,Undirected,1
8760,9173,Undirected,1
8760,13605,Undirected,1
8760,29072,Undirected,1
8760,30742,Undirected,1
8760,32803,Undirected,1
8760,37515,Undirected,1
8760,37967,Undirected,1
8761,11424,Undirected,1
8761,23814,Undirected,1
8761,29720,Undirected,1
8761,37252,Undirected,1
8762,26696,Undirected,1
8763,21680,Undirected,1
8764,9893,Undirected,1
8765,18152,Undirected,1
8767,36054,Undirected,1
8767,36833,Undirected,1
8768,12887,Undirected,1
8769,22640,Undirected,1
8770,14938,Undirected,1
8770,29862,Undirected,1
8771,9048,Undirected,1
8773,24571,Undirected,1
8774,9166,Undirected,1
8774,16237,Undirected,1
8775,18822,Undirected,1
8776,12470,Undirected,1
8776,19413,Undirected,1
8776,31822,Undirected,1
8776,33264,Undirected,1
8776,35973,Undirected,1
8776,38413,Undirected,1
8777,12000,Undirected,1
8777,15471,Undirected,1
8778,23383,Undirected,1
8778,39695,Undirected,1
8779,9749,Undirected,1
8779,9850,Undirected,1
8779,13554,Undirected,1
8779,16074,Undirected,1
8779,16166,Undirected,1
8779,16392,Undirected,1
8779,16822,Undirected,1
8779,17991,Undirected,1
8779,20473,Undirected,1
8779,20503,Undirected,1
8779,24089,Undirected,1
8779,27889,Undirected,1
8779,28808,Undirected,1
8779,35413,Undirected,1
8779,35584,Undirected,1
8779,36496,Undirected,1
8779,38848,Undirected,1
8781,20486,Undirected,1
8781,30441,Undirected,1
